x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1144.1360246212873,0.014275565974454868,0.018,0.088,0.003,0.102,0.328,0.342,0.451,0.002,0.0,0.035,0.291,367.29,1504.911
762.1222134911563,0.01871541181568737,0.007,0.034,0.001,0.04,0.368,0.406,0.959,0.002,0.0,0.001,0.2,46.955,323.219
